,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
4035,ts78324,Pinky Malinky,SHOW,"Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life.",2019,TV-Y7,13,"['comedy', 'family', 'animation']",['US'],3.0,tt5621544,5.5,1015.0,7.955,4.5
4038,ts113748,Twelve Forever,SHOW,Reggie's dream is to be a kid forever. Her dream is so powerful that it creates its own fantasy world of perpetual youth.,2019,TV-PG,14,"['family', 'fantasy', 'animation', 'action', 'comedy']",['US'],1.0,tt8009622,6.6,682.0,3.485,6.6
4041,ts90508,Flinch,SHOW,"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.",2019,TV-PG,24,['reality'],['GB'],1.0,tt9196244,4.3,717.0,3.863,5.6
4042,ts221041,My Dear Warrior,SHOW,"Sky is beautiful single female astronomer at a planetarium and has received a gift: a thick wooden-covered book and magic pen from Vanda, her aunt who has been taking care of Sky since childhood and is a crazy writer who is suffering from amnesia.",2019,TV-14,44,"['drama', 'romance', 'fantasy']",['TH'],1.0,tt11281912,4.9,21.0,2.737,9.3
4043,ts223084,Nowhere Man,SHOW,"Two nefarious schemes taking place 10 years apart entangle a dauntless triad member, who must break out of prison to rescue a loved one.",2019,TV-MA,47,"['crime', 'action', 'drama', 'thriller']",['TW'],1.0,tt10895588,5.5,371.0,3.301,6.6
4044,ts269157,Room 2806: The Accusation,SHOW,This docuseries follows the 2011 sexual assault case involving French politician Dominique Strauss-Kahn,2020,TV-MA,49,"['documentation', 'crime']",['FR'],1.0,tt13540900,7.0,2327.0,2.939,7.3
4047,ts101503,Team Kaylie,SHOW,A wealthy teenager tries to prove herself after she's forced outside of her comfort zone.,2019,TV-PG,29,"['comedy', 'family']",['US'],3.0,tt9717424,4.1,347.0,9.46,8.2
4051,ts269740,How To Ruin Christmas,SHOW,Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.,2020,TV-MA,50,"['drama', 'comedy']",['ZA'],2.0,tt13492362,6.0,503.0,2.344,10.0
4054,ts90789,Jailbirds,SHOW,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life -- and love -- on the inside.",2019,TV-MA,41,"['reality', 'thriller', 'crime']",['US'],1.0,tt10243628,7.0,1176.0,1.976,7.6
4073,ts105589,Rhyme Time Town,SHOW,"Two best friends find fun and adventure while living in Rhyme Time Town, a fantastical place filled with beloved nursery rhyme characters.",2020,TV-Y,21,"['animation', 'comedy', 'family']",['US'],2.0,tt9165434,7.6,78.0,3.171,8.2
4083,ts222802,Once Upon a Time in Lingjian Mountain,SHOW,"A story that follows Wang Lu, a young genius, who enters the Spirit Blade Sect and embarks on an unconventional journey towards immortal cultivation. The Spirit Blade Sect was established in the year 4233. Through years of producing martial arts prodigies, it has been hailed as one of the five great sects. As the nine continents face a crisis, a genius by the name of Wang Lu joins the Spirit Blade Sect and comes under the tutelage Wang Wu. Despite Wang Wu's beauty, she is hundreds of years in age. Famous for having a sharp tongue and an erratic temper, she and her disciple Wang Lu engage in endless squabbles while trudging on a path to becoming the strongest sage in all the lands.  Adapted from the manga ""Spirit Blade Mountain"" written by Xian Man Dong Man.",2019,TV-14,44,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",['CN'],2.0,tt11261994,7.4,280.0,6.064,7.4
4085,ts243256,Social Distance,SHOW,"Shot in isolation, this tragicomic anthology series features both dark and funny takes on how people strive to stay connected while staying apart.",2020,TV-MA,20,"['drama', 'comedy']",['US'],1.0,tt12313074,5.7,664.0,12.324,6.8
4086,ts250803,Say I Do,SHOW,"In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week.",2020,TV-14,54,['reality'],"['GB', 'US']",1.0,tt12540060,7.7,531.0,1.323,7.7
4089,ts112733,Bard of Blood,SHOW,"Political espionage thriller based on ""Bard of Blood,"" by Bilal Siddiqi.",2019,TV-MA,44,"['action', 'drama', 'thriller']",['IN'],2.0,tt8069036,6.8,13005.0,4.509,7.4
4090,ts90095,Jinn,SHOW,The lives of a group of teenagers are disrupted when a spiritual figure appears in front of them in the ancient city of Petra. They must try and stop Jinn from destroying the world.,2019,TV-14,32,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",['JO'],1.0,tt10751504,3.4,10097.0,4.756,6.5
4099,ts250920,Home Game,SHOW,"This docuseries profiles unique and dangerous traditional sports from around the world, as well as the communities and cultures where they thrive.",2020,TV-MA,29,"['documentation', 'sport']",['US'],1.0,tt12429046,7.0,855.0,2.907,6.4
4104,ts112667,Go! Go! Cory Carson,SHOW,"Based on the Go. Go. toy line from VTech, children's series follows the adventures of Cory Carson.",2020,TV-Y,9,"['comedy', 'family', 'animation']",['US'],6.0,tt8115702,7.9,242.0,7.048,8.7
4114,ts222803,Maradona in Mexico,SHOW,"The Dorados, Culiacan's local team, are at the bottom of the rankings when Maradona arrives, looking for a fresh start. The experts predict disaster.",2019,TV-MA,33,"['documentation', 'sport', 'comedy', 'drama']","['AR', 'PE']",1.0,tt11168104,7.3,1124.0,3.572,7.1
4122,ts88821,I Hear You,SHOW,"Bei Er Duo, a girl from an ordinary family, dreams about studying in Japan to be a professional voice actor. However, her mother wants her to marry rich whilst she is young, leading to continuous blind dates which irritate Bei Er Duo. In her desperation to raise funds for studying overseas as well as helping her best friend Tang Li out of a crisis, Bei Er Duo joins a couple reality program, encountering top violin maker Ye Shu Wei.",2019,TV-14,44,"['drama', 'comedy', 'romance']",['CN'],1.0,tt10327440,7.2,601.0,10.936,7.9
4123,ts89336,Charlie's Colorforms City,SHOW,"Charlie creates fun stories using different shapes, and he needs your help! Take off for adventures in outer space, the Wild West -- and right at home.",2019,TV-Y,23,"['animation', 'family']",['US'],4.0,tt8115672,6.7,154.0,3.312,8.5
4128,ts87680,Playing with Fire,SHOW,Three prosperous women -- including a mother and her daughter -- fall for a seductive man in Colombia's Coffee Triangle.,2019,TV-14,43,['drama'],['MX'],1.0,tt9587732,5.9,965.0,20.807,6.2
4129,ts89331,My Husband Won't Fit,SHOW,"Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship.",2019,TV-MA,35,"['drama', 'romance']",['JP'],1.0,tt10027946,6.7,818.0,8.368,6.3
4135,ts87599,Somewhere Only We Know,SHOW,"Ph.D. candidate in Physics Mu Cheng He catches a third-year student in English Xue Tong cheating on an exam. When he even becomes the substitute teacher in her elective course Russian and makes her study with him after classes, her hatred for him only grows. Over time, however, Xue Tong discovers Teacher Mu’s true character and comes to secretly love him.",2019,TV-MA,58,"['drama', 'romance']",['CN'],1.0,tt10472296,7.2,167.0,6.808,9.0
4139,ts252318,Million Dollar Beach House,SHOW,The competition is fierce — and the drama undeniable — as a group of young and hungry agents try to seal the deal on luxury listings in the Hamptons.,2020,TV-MA,28,['reality'],['US'],1.0,tt12882136,4.2,816.0,1.672,5.7
4147,ts89330,Stay Tuned!,SHOW,"She's the most unlikely candidate to ever stumble into the role of a reporter, and she’s keeping everyone on their toes with her eccentric ways.",2019,TV-14,44,['comedy'],['JP'],1.0,tt10088086,7.5,357.0,1.89,9.0
4169,ts268997,Futmalls.com,SHOW,Strange occurrences afflict a group of people after they purchase items on a shopping website from the future.,2020,TV-14,40,"['scifi', 'thriller']",['TW'],1.0,tt13652552,6.5,186.0,1.965,8.5
4178,ts222599,Queer Eye: We're in Japan!,SHOW,"The team of Queer Eye take their gorgeous, uplifting make-over skills to the Land of the Rising Sun.",2019,TV-14,50,['reality'],['US'],1.0,tt10971532,8.2,2608.0,1.716,7.2
4189,ts241246,The Smart Money Woman,SHOW,"Meet Zuri. She's living a fabulous life. Great car, gorgeous apartment, well paid job. Meet Zuri. Broken down car, an apartment she cant afford, a job she's about to lose. What's a broke girl to do. With her best friends Tami (the flighty fashion designer), Lara (the tough oil and gas executive), Adesuwa (the conservative lawyer), and Ladun (the fabulous housewife), Zuri grows a little, learns a lot and navigates her way to making better financial decisions and building wealth. This show tackles, debt, spending, the consumerist culture of the African middle class, the fear and misconceptions surrounding money and the lack of it, love, friendships, cultural and societal pressures and the roles they play in success. With each episode comes a Smart Money Lesson, there to help you work your way up the financial ladder.",2020,TV-MA,48,['drama'],[],1.0,tt12428002,6.2,112.0,1.4,2.0
4190,ts189314,Tiffany Haddish Presents: They Ready,SHOW,Tiffany Haddish introduces her favorite comedians in a series of stand-up performances.,2019,TV-14,23,"['comedy', 'reality']",['US'],2.0,tt10085386,6.5,563.0,0.961,6.2
4191,ts233367,Sing On! Spain,SHOW,"Six people compete for a 30,000 euro reward by singing popular songs.",2020,TV-G,39,"['music', 'reality']",['ES'],1.0,tt11698668,6.1,133.0,1.795,8.5
4200,ts88146,Larry Charles' Dangerous World of Comedy,SHOW,"Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual, unexpected and dangerous places.",2019,TV-MA,59,"['documentation', 'comedy']",['US'],1.0,tt9654082,7.3,576.0,1.513,6.0
4204,ts89363,YooHoo to the Rescue,SHOW,"In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need.",2019,TV-Y,13,"['animation', 'family']",['KR'],3.0,tt9817288,6.8,54.0,2.196,8.0
4212,ts222942,Narcoworld: Dope Stories,SHOW,Documentary series that follows police officers as they hunt out drug smugglers around the world,2019,TV-MA,40,"['documentation', 'crime']",['US'],1.0,tt11215112,6.6,323.0,4.774,9.1
4220,ts213071,Sleepless Society NYCTOPHOBIA,SHOW,Thai Horro Drama.,2019,TV-MA,46,"['thriller', 'drama']",['TH'],1.0,tt10805822,5.6,46.0,2.664,9.3
4233,ts235689,J-Style Trip,SHOW,Megastar Jay Chou joins his A-list friends in this globe-trotting variety show packed with music and magic tricks.,2020,TV-14,64,['reality'],"['TW', 'CN']",1.0,tt11942052,5.0,114.0,1.879,7.5
4242,ts251072,The Underclass,SHOW,"After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.",2020,TV-MA,55,['drama'],['TH'],1.0,tt12665438,6.5,64.0,2.426,6.7
4247,ts252015,GAME ON: A Comedy Crossover Event,SHOW,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.",2020,TV-G,30,"['comedy', 'family']",['US'],2.0,tt12800428,5.5,219.0,3.255,7.7
4263,ts89340,Crime Diaries: The Candidate,SHOW,"In 1994, Mexican presidential candidate Luis Donaldo Colosio's assassination sends his dying widow racing to uncover who did it.",2019,TV-MA,42,"['thriller', 'war', 'drama', 'crime']",['MX'],1.0,tt9327348,7.5,813.0,9.173,7.4
4264,ts103574,Sakho & Mangane,SHOW,"Two cops with very different methods, solving mysterious murder cases surrounded by black magic.",2019,TV-MA,51,"['action', 'comedy', 'crime']",['SN'],1.0,tt9391692,6.3,135.0,3.577,7.0
4265,ts218367,Secreto bien guardado,SHOW,"In the summer of 1940, Amalia, a young high-class Jew discovers love with Marthin Muller, a Nazi officer.",2019,TV-MA,30,"['drama', 'romance']",['AR'],1.0,tt10702412,5.0,195.0,2.832,10.0
4273,ts221891,Legend Quest: Masters of Myth,SHOW,"When mythical creatures come to life, it's up to Leo Teodora, Don Andrés and Alebrije -- super-secret monster hunters -- to save the day",2019,TV-Y7,25,"['animation', 'action']",['MX'],1.0,tt10228032,7.5,128.0,5.398,10.0
4280,ts218504,Hello Ninja,SHOW,"When Wesley puts his hands together, bows to his reflection and says the words, ""Hello, Ninja"" his surroundings instantly transform into an enchanting Ninja world.",2019,TV-Y,13,"['family', 'fantasy', 'animation', 'action', 'comedy']",['CA'],4.0,tt10687170,6.8,119.0,7.582,7.0
4297,ts221151,Living Undocumented,SHOW,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.,2019,TV-MA,43,['documentation'],['US'],1.0,tt10977486,6.6,580.0,1.19,6.0
4305,ts269073,The Fabulous Lives of Bollywood Wives,SHOW,"Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.",2020,TV-MA,37,"['reality', 'documentation', 'romance']",['IN'],1.0,tt13452100,4.7,9695.0,1.363,5.5
4311,ts258169,Holiday Home Makeover with Mr. Christmas,SHOW,"Mr. Christmas, a veteran in the interior design industry with a healthy obsession with the holiday season, takes you behind the scenes as he puts his design expertise and vast Christmas collection to good use.",2020,TV-G,44,['reality'],['US'],1.0,tt13255112,5.8,293.0,5.464,6.7
4313,ts92405,Hasmukh,SHOW,"A timid, small-town comedian's long-awaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo.",2020,TV-MA,32,"['comedy', 'crime', 'drama']",['IN'],1.0,tt9359294,5.3,2680.0,2.372,7.0
4318,ts223110,Sugar Rush Christmas,SHOW,"It's everything you love about ""Sugar Rush"" -- with a holly jolly holiday twist -- in this Christmas-themed spin on competitive baking.",2019,TV-PG,51,['reality'],['US'],2.0,tt11168116,6.8,590.0,2.274,7.7
4325,ts88608,Cricket Fever: Mumbai Indians,SHOW,Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.,2019,TV-MA,38,"['documentation', 'sport']",['IN'],1.0,tt8531592,7.2,710.0,1.4,9.0
4327,ts234501,Buddi,SHOW,"The Buddis bounce, spin, glide and giggle through their magical world, learning new things and sharing the joy of friendship.",2020,TV-Y,10,"['family', 'fantasy', 'animation', 'comedy']",['US'],2.0,tt11829340,7.2,58.0,1.032,10.0
4331,ts253288,Felipe Esparza: Bad Decisions,SHOW,"Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy.",2020,TV-MA,63,['comedy'],['US'],1.0,tt12875768,5.3,176.0,1.061,10.0
4333,ts89895,Mighty Little Bheem,SHOW,An innocent toddler’s boundless curiosity -- and extraordinary might -- lead to mischief and adventure in his small Indian town.,2019,TV-Y,6,"['animation', 'comedy', 'family', 'fantasy']",['US'],3.0,tt10050752,6.4,252.0,8.586,8.4
